Code;Channel Quality;BER;Total Bits;Total Bit Errors;Total blocks;Average Errors per Block
Reed Solomon;MEDIUM;0,002;2884560;5712;1414;4,03960396039604
Reed Solomon;MEDIUM;0,002;2884560;5762;1414;4,074964639321075
Reed Solomon;MEDIUM;0,002;2884560;5678;1414;4,015558698727015
Reed Solomon;MEDIUM;0,002;2884560;5738;1414;4,057991513437058
Reed Solomon;MEDIUM;0,002;2884560;5820;1414;4,115983026874116
Reed Solomon;MEDIUM;0,002;2884560;5665;1414;4,006364922206506
Reed Solomon;MEDIUM;0,002;2884560;5805;1414;4,105374823196605
Reed Solomon;MEDIUM;0,002;2884560;5717;1414;4,043140028288543
Reed Solomon;MEDIUM;0,002;2884560;5864;1414;4,147100424328147
Reed Solomon;MEDIUM;0,002;2884560;5728;1414;4,050919377652051
Reed Solomon;MEDIUM;0,002;2884560;5908;1414;4,178217821782178
Reed Solomon;MEDIUM;0,002;2884560;5741;1414;4,06011315417256
Reed Solomon;MEDIUM;0,002;2884560;5900;1414;4,172560113154173
Reed Solomon;MEDIUM;0,002;2884560;5704;1414;4,033946251768034
Reed Solomon;MEDIUM;0,002;2884560;5790;1414;4,094766619519095
Reed Solomon;MEDIUM;0,002;2884560;5730;1414;4,052333804809052
Reed Solomon;MEDIUM;0,002;2884560;5761;1414;4,074257425742574
Reed Solomon;MEDIUM;0,002;2884560;5663;1414;4,0049504950495045
Reed Solomon;MEDIUM;0,002;2884560;5870;1414;4,151343705799151
Reed Solomon;MEDIUM;0,002;2884560;5632;1414;3,983026874115983
Reed Solomon;MEDIUM;0,002;2884560;5714;1414;4,041018387553041
Reed Solomon;MEDIUM;0,002;2884560;5844;1414;4,132956152758133
Reed Solomon;MEDIUM;0,002;2884560;5853;1414;4,13932107496464
Reed Solomon;BAD;0,02;2884560;57558;1414;40,705799151343705
Reed Solomon;BAD;0,02;2884560;57612;1414;40,743988684582746
Reed Solomon;BAD;0,02;2884560;57790;1414;40,86987270155587
Reed Solomon;BAD;0,02;2884560;57839;1414;40,90452616690241
Reed Solomon;BAD;0,02;2884560;57954;1414;40,98585572842999
Reed Solomon;BAD;0,02;2884560;57374;1414;40,575671852899575
Reed Solomon;BAD;0,02;2884560;57832;1414;40,8995756718529
Reed Solomon;BAD;0,02;2884560;57640;1414;40,763790664780764
Reed Solomon;BAD;0,02;2884560;57701;1414;40,806930693069305
Reed Solomon;BAD;0,02;2884560;57320;1414;40,53748231966054
Reed Solomon;BAD;0,02;2884560;57242;1414;40,482319660537485
Reed Solomon;BAD;0,02;2884560;57236;1414;40,47807637906648
Reed Solomon;BAD;0,02;2884560;56995;1414;40,307637906647805
Reed Solomon;BAD;0,02;2884560;57667;1414;40,78288543140028
Reed Solomon;BAD;0,02;2884560;57197;1414;40,45049504950495
Reed Solomon;BAD;0,02;2884560;57973;1414;40,9992927864215
Reed Solomon;BAD;0,02;2884560;57693;1414;40,801272984441304
Reed Solomon;BAD;0,02;2884560;57565;1414;40,71074964639321
Reed Solomon;BAD;0,02;2884560;57767;1414;40,85360678925036
Reed Solomon;BAD;0,02;2884560;58020;1414;41,032531824611034
Reed Solomon;BAD;0,02;2884560;57435;1414;40,618811881188115
Reed Solomon;BAD;0,02;2884560;57519;1414;40,67821782178218
Reed Solomon;BAD;0,02;2884560;57227;1414;40,47171145685997
Reed Solomon;BAD;0,02;2884560;57884;1414;40,93635077793493
Reed Solomon;BAD;0,02;2884560;57656;1414;40,77510608203678
Reed Solomon;BAD;0,02;2884560;57995;1414;41,01485148514851
Reed Solomon;BAD;0,02;2884560;57829;1414;40,8974540311174
Reed Solomon;BAD;0,02;2884560;57542;1414;40,6944837340877
Reed Solomon;BAD;0,02;2884560;57758;1414;40,84724186704385
Reed Solomon;BAD;0,02;2884560;57582;1414;40,722772277227726
Reed Solomon;BAD;0,02;2884560;58074;1414;41,07072135785007
Reed Solomon;BAD;0,02;2884560;57748;1414;40,84016973125884
Reed Solomon;BAD;0,02;2884560;57916;1414;40,95898161244696
Reed Solomon;BAD;0,02;2884560;57572;1414;40,71570014144272
Reed Solomon;BAD;0,02;2884560;57617;1414;40,74752475247525
Reed Solomon;BAD;0,02;2884560;57911;1414;40,95544554455446
Reed Solomon;BAD;0,02;2884560;57801;1414;40,87765205091938
Reed Solomon;BAD;0,02;2884560;57612;1414;40,743988684582746
Reed Solomon;BAD;0,02;2884560;58129;1414;41,10961810466761
Reed Solomon;BAD;0,02;2884560;57116;1414;40,39321074964639
Reed Solomon;BAD;0,02;2884560;57750;1414;40,84158415841584
Reed Solomon;BAD;0,02;2884560;57697;1414;40,8041018387553
Reed Solomon;BAD;0,02;2884560;57489;1414;40,65700141442716
Reed Solomon;BAD;0,02;2884560;57966;1414;40,99434229137199
Reed Solomon;BAD;0,02;2884560;58002;1414;41,01980198019802
Reed Solomon;BAD;0,02;2884560;57703;1414;40,808345120226306
Reed Solomon;BAD;0,02;2884560;58155;1414;41,12800565770863
Reed Solomon;BAD;0,02;2884560;57761;1414;40,84936350777935
Reed Solomon;BAD;0,02;2884560;58370;1414;41,28005657708628
Reed Solomon;BAD;0,02;2884560;58151;1414;41,12517680339462
Reed Solomon;BAD;0,02;2884560;57698;1414;40,8048090523338
Reed Solomon;BAD;0,02;2884560;57839;1414;40,90452616690241
Reed Solomon;BAD;0,02;2884560;57784;1414;40,865629420084865
Reed Solomon;BAD;0,02;2884560;57605;1414;40,73903818953324
Reed Solomon;BAD;0,02;2884560;57663;1414;40,78005657708628
Reed Solomon;BAD;0,02;2884560;57457;1414;40,634370579915135
Reed Solomon;BAD;0,02;2884560;57348;1414;40,55728429985856
Reed Solomon;BAD;0,02;2884560;57345;1414;40,555162659123056
Reed Solomon;BAD;0,02;2884560;57512;1414;40,67326732673267
Reed Solomon;BAD;0,02;2884560;57745;1414;40,83804809052334
Reed Solomon;BAD;0,02;2884560;57290;1414;40,51626591230551
Reed Solomon;BAD;0,02;2884560;57758;1414;40,84724186704385
Reed Solomon;BAD;0,02;2884560;58232;1414;41,18246110325318
Reed Solomon;BAD;0,02;2884560;57638;1414;40,76237623762376
Reed Solomon;BAD;0,02;2884560;57729;1414;40,82673267326733
Reed Solomon;BAD;0,02;2884560;58134;1414;41,113154172560115
Reed Solomon;BAD;0,02;2884560;57846;1414;40,909476661951906
Reed Solomon;BAD;0,02;2884560;57569;1414;40,713578500707214
Reed Solomon;BAD;0,02;2884560;57649;1414;40,77015558698727
Reed Solomon;BAD;0,02;2884560;57399;1414;40,59335219236209
Reed Solomon;BAD;0,02;2884560;57588;1414;40,727015558698724
Reed Solomon;BAD;0,02;2884560;57595;1414;40,73196605374823
Reed Solomon;BAD;0,02;2884560;57914;1414;40,95756718528996
Reed Solomon;BAD;0,02;2884560;57293;1414;40,518387553041016
Reed Solomon;BAD;0,02;2884560;57783;1414;40,864922206506364
Reed Solomon;BAD;0,02;2884560;57482;1414;40,65205091937765
Reed Solomon;BAD;0,02;2884560;57828;1414;40,8967468175389
Reed Solomon;BAD;0,02;2884560;57489;1414;40,65700141442716
Reed Solomon;BAD;0,02;2884560;57704;1414;40,80905233380481
Reed Solomon;BAD;0,02;2884560;57711;1414;40,81400282885431
Reed Solomon;BAD;0,02;2884560;58018;1414;41,03111739745403
Reed Solomon;BAD;0,02;2884560;58279;1414;41,21570014144272
Reed Solomon;BAD;0,02;2884560;58077;1414;41,07284299858557
Reed Solomon;BAD;0,02;2884560;57060;1414;40,35360678925036
Reed Solomon;BAD;0,02;2884560;57694;1414;40,801980198019805
Reed Solomon;BAD;0,02;2884560;57514;1414;40,67468175388967
Reed Solomon;BAD;0,02;2884560;57837;1414;40,903111739745405
Reed Solomon;BAD;0,02;2884560;57720;1414;40,82036775106082
Reed Solomon;BAD;0,02;2884560;57919;1414;40,96110325318246
Reed Solomon;BAD;0,02;2884560;57581;1414;40,722065063649225
Reed Solomon;BAD;0,02;2884560;57303;1414;40,525459688826025
Reed Solomon;BAD;0,02;2884560;57644;1414;40,76661951909477
Reed Solomon;BAD;0,02;2884560;57446;1414;40,626591230551625
Reed Solomon;BAD;0,02;2884560;57478;1414;40,64922206506365
Reed Solomon;BAD;0,02;2884560;58016;1414;41,02970297029703
Reed Solomon;BAD;0,02;2884560;57870;1414;40,92644978783593
Reed Solomon;BAD;0,02;2884560;57990;1414;41,011315417256014
Reed Solomon;BAD;0,02;2884560;57837;1414;40,903111739745405
Reed Solomon;BAD;0,02;2884560;57899;1414;40,94695898161245
Reed Solomon;BAD;0,02;2884560;57844;1414;40,908062234794905
